id,label
2858,2.5097187972278334e-05
254,1.6286263416986912e-05
7962,1.70119199083274e-06
1941,1.0
2617,1.0
9911,0.9999814033508301
4600,2.5418225391149463e-07
7607,9.359018804389052e-06
7426,3.7140011954761576e-07
6948,1.0
8613,0.9999998807907104
9998,4.581516069301905e-11
9253,0.9999995231628418
7999,0.9195445775985718
9513,0.8529678583145142
10881,0.9999991655349731
10154,0.00017646070045884699
194,6.637273841647584e-09
599,4.539823031390888e-11
10579,0.6775041222572327
808,0.9666354060173035
6028,0.9999978542327881
8477,2.6428495503161287e-10
3813,0.9999582767486572
12134,0.08433847874403
5936,1.0
8183,0.9999998807907104
1371,0.027045387774705887
919,0.0003767680318560451
10991,0.00022301156423054636
3047,2.235092999569588e-08
4262,0.6441422700881958
7410,0.9998084902763367
10876,0.9999998807907104
5083,3.135401271947558e-08
2969,0.8411622047424316
8772,0.9877743124961853
6560,0.10253576934337616
3337,0.9027168154716492
6371,1.0571529855951667e-05
3894,1.0
5388,0.999840497970581
7195,0.9917458891868591
2424,0.0346766822040081
12262,0.9982683658599854
767,1.0
6621,1.0
7261,1.0
3797,0.9998760223388672
2574,7.561605798400706e-06
3763,0.0020968616008758545
6687,6.0734684666385874e-05
8926,8.10247911431361e-06
3945,1.0
10772,0.9896658658981323
9704,3.6141695105434968e-12
5080,0.999980092048645
11334,0.5878012180328369
5954,0.00010504592501092702
1431,0.9999990463256836
9214,0.999935507774353
6651,0.9999978542327881
11559,1.5470781988824456e-07
4261,0.9989585876464844
10887,1.6716773520997208e-09
7547,0.9999982118606567
5983,0.9999827146530151
11667,8.366026982287167e-09
8085,3.0919398152917665e-09
5063,0.9999761581420898
9020,2.0644220057874918e-05
9851,1.0
4909,0.9999970197677612
9187,1.0
2168,2.2941534894016513e-08
4126,0.9999992847442627
10982,0.8756762146949768
2249,0.9530580043792725
3480,0.0003513237170409411
2959,7.292901045730105e-06
154,3.789991376290658e-10
7390,0.9999980926513672
2835,0.9992239475250244
7848,0.9999555349349976
11691,0.00040744978468865156
6753,1.0
6708,1.0
2518,0.9998828172683716
332,0.8871740698814392
2466,0.9855969548225403
3049,0.05413508415222168
6706,0.41358324885368347
9001,0.9999990463256836
4944,2.8181219022371806e-05
4959,0.794740617275238
1436,0.9993124008178711
5306,1.0
7665,0.9998489618301392
9025,0.9611912369728088
6658,4.038132829009555e-05
10039,1.0
3962,0.9999994039535522
2286,0.9500129818916321
20,5.267046162771294e-06
7193,7.432322490785737e-06
1959,7.862432539695874e-06
1671,0.9986096620559692
11811,2.8012326680482147e-08
11002,0.9999818801879883
11390,1.0891014756708728e-09
11972,0.9985215067863464
8963,4.433773210621439e-05
8985,0.9999997615814209
4859,4.860467015532777e-06
5646,0.09801315516233444
7402,1.4111039490671828e-05
3761,0.9955927729606628
9407,0.9999977350234985
8079,0.05753950774669647
5617,0.17335392534732819
3316,3.516549540449887e-08
9871,0.9999997615814209
922,0.9983683228492737
7054,0.9999998807907104
5631,1.0
5427,0.9999998807907104
10437,5.625623202831775e-07
5038,1.6949746495242834e-08
4470,1.5837458704481833e-05
6213,0.0003723716945387423
11351,7.280686986632645e-07
155,0.9992924928665161
7981,1.0
11547,4.197112796200386e-11
4871,1.0
949,0.9999961853027344
4238,0.95546555519104
8273,4.324671110111922e-08
8800,0.9999986886978149
9529,0.001733167446218431
11962,0.00020153188961558044
9958,3.793713954092226e-11
11186,0.0006006594630889595
2206,0.0017754083964973688
2972,0.9998940229415894
5351,0.9999998807907104
5213,8.290036213054464e-09
4179,0.6131247878074646
11705,1.0
5458,0.9999979734420776
8209,9.136902789919077e-09
7735,1.0
3010,6.215390385477804e-06
4145,1.0
6413,3.4323561521887314e-06
7847,2.7241800125921145e-05
6098,2.8037863142316155e-09
3242,7.240882560211048e-09
1689,1.1849642760353163e-06
6648,0.9999969005584717
6783,3.826206921075936e-06
12106,0.0006750478059984744
4642,0.6643015742301941
1809,0.9999998807907104
2237,8.764766334934393e-08
1097,0.00013934000162407756
9350,0.07239799946546555
8912,1.8629933151714795e-08
8755,0.9927466511726379
8290,6.546251256622782e-07
6780,0.0009361895499750972
4722,3.150135441387647e-08
3726,1.1745314942857021e-08
5505,0.9997422099113464
3313,3.565244469427853e-06
10611,0.00014229908993002027
5185,5.909827450523153e-06
9094,3.71503148244301e-08
2545,5.339622077826789e-09
3285,3.510981230192556e-07
1927,9.893593583276683e-11
4595,3.942192961403634e-06
914,7.62796844355762e-05
10393,2.095544232361135e-06
8238,1.0
8640,3.511999295824353e-07
11091,0.0516853928565979
7699,1.7918098365043988e-06
9833,0.9999969005584717
8652,0.0006050083320587873
6114,1.4897628375365457e-07
3768,0.9983617663383484
1587,0.007237469311803579
5953,2.4780067064966715e-07
278,1.9075494037679164e-06
5564,0.00010841014591278508
979,0.9991946816444397
8012,7.037180580482527e-07
7233,7.15710086751642e-08
5545,7.684045044697996e-08
4322,0.9999998807907104
8034,1.2361160983687114e-09
5180,0.9992097616195679
10603,2.8772609184102294e-08
10984,0.9999657869338989
4447,1.0
4700,0.9999998807907104
3099,1.0
8292,0.9999996423721313
6709,0.00015176752640400082
9463,5.6719532040006015e-06
1209,2.1865109374630265e-05
6995,1.276946295547532e-05
2634,1.0
3607,8.416252939014157e-08
10729,5.890274934472473e-10
8100,3.534188181220088e-06
543,5.574476062975009e-07
1682,1.0
892,0.9998701810836792
7686,2.0520468524409807e-07
10196,0.9996179342269897
8163,5.840074379648286e-08
9423,3.279310334391994e-08
10190,0.9999995231628418
4631,0.9999998807907104
1193,2.530068377382122e-05
6550,4.99660091008991e-05
2146,1.0
3197,8.587633783463389e-05
201,1.0
8762,0.9997039437294006
529,0.0001266830222448334
6798,1.0764135822682874e-06
9181,0.9999103546142578
3983,1.1168790337023893e-08
4978,7.04267222317867e-07
10130,2.9846572942915373e-05
10872,1.0
7690,1.8674928270456803e-09
7666,0.9999995231628418
1466,0.10571206361055374
2750,3.4413059069038354e-08
3075,1.0
120,0.0035511301830410957
3870,0.014284000732004642
3929,1.0
891,0.9942060112953186
11905,2.59350571241157e-07
2851,3.724944122041052e-07
1653,0.9999997615814209
11795,0.9999974966049194
10494,1.0
6919,1.821682665825719e-10
6826,4.598700229507813e-07
7523,0.9999991655349731
778,0.00032795112929306924
10837,0.2259201854467392
3370,2.2213009209792745e-09
149,3.649564916941017e-07
3357,0.9999949932098389
5774,1.2296203749428969e-05
3620,6.623013905482367e-05
6470,3.809367967733124e-07
7194,1.3670424777956214e-05
5478,0.9999929666519165
1132,0.002016895217821002
601,0.9905106425285339
5444,0.9997803568840027
4076,6.972120797366088e-11
1137,0.00012104881898267195
6411,2.5568820394283875e-09
12152,1.5211956694294315e-11
3594,3.366484406797099e-07
10217,0.9843922853469849
7318,0.012625829316675663
4966,0.9999986886978149
7743,1.581239757797448e-06
148,0.05671648681163788
6712,1.0
2922,3.927992375807321e-10
8311,2.994089698393765e-10
4317,1.0
5279,0.9999778270721436
3158,9.533804856687311e-09
10138,0.9999998807907104
2354,1.0002591643853975e-08
6139,0.9999713897705078
213,3.597196700866334e-05
